date,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BK,BBT,BRK-B,BLK,BHF,COF,CBOE,SCHW,CB,CINF,C,CFG,CME,CMA,DFS,ETFC,RE,FITB,FRC,BEN,GS,HIG,HBAN,ICE,IVZ,JEF,JPM,KEY,LNC,L,MTB,MMC,MET,MCO,MS,MSCI,NDAQ,NTRS,PBCT,PNC,PFG,PGR,PRU,RJF,RF,SPGI,STT,STI,SIVB,SYF,TROW,TMK,TRV,USB,UNM,WFC,WLTW,ZION
2007-12-31,115.6336864,23.78604126,39.81297459,43.03655131,871.1997264,42.721824100000006,41.39794631,15.88956285,53.27415273,33.18212978,39.24063414,20.91159791,94.72,163.93889219999997,0.44299999999999995,39.04021362,,22.30902475,39.88301967,24.7436593,262.5339116,,89.69515147,34.58377631,12.79113512,35.29020458,78.79657756,19.44656528,,27.83119383,187.121957,68.67364069,10.99082154,35.84118335,22.35672044,40.90499818,33.31151318,18.07546014,48.50647645,46.47251634,58.82317699,19.76367384,36.46962071,30.50983941,44.186401000000004,36.38361108,43.85724123,60.77774152,10.99212167,50.360713,50.92100794,13.66018946,67.71696615,27.54397448,18.54955247,33.66944335,68.32436014,50.22251817,50.4,,44.95448279,24.024402600000002,40.84431625,24.3990915,19.1428182,22.39940705,,41.29348586
2008-12-31,41.2682116,17.72479955,26.05892883,15.61263851,23.92915352,18.43003466,40.21178071,17.90881842,24.30870712,12.88237637,23.41437722,20.00936904,64.28,103.31825690000001,0.04,27.25497281,,14.27637294,35.51015445,19.14808561,63.07123591,,27.95492394,17.01790591,8.237622409,11.4320381,61.20181971,6.688752536,,15.66648625,74.0812745,13.79018131,6.144761542,15.34933587,10.55526987,17.19573172,24.94058521,6.944685616,16.31791299,26.24896236,42.93981004,18.66928209,21.10534975,17.38684147,13.80889345,16.82742012,21.89760418,42.07891539,11.40081805,39.192494700000005,17.1248411,10.64389898,22.95439291,14.78184707,6.681230936,18.298712100000003,33.71055870000001,25.27778987,26.23,,26.70207335,17.96283474,35.22151922,20.35187636,15.19607552,22.81991332,,22.53324211
2009-12-31,66.30281611,18.51284554,24.7358435,35.29570749,22.84700708,31.41525904,34.25946599,16.52008473,24.44298993,13.84706913,23.59127738,19.62884174,65.72,182.5384079,0.051,33.7726028,,16.85562413,35.916874,18.4421422,31.19241248,,45.92772518,25.57389297,12.81637477,17.49598875,70.69036922,7.9564150410000005,,26.91205946,150.0419079,19.82309766,2.974197391,20.90890852,17.61044386,20.660932199999998,33.46945857,4.588358016,21.81681323,34.07976398,52.83582265,17.65758703,21.87043745,23.57319781,25.95113901,30.13017792,17.564164899999998,43.21182308,11.0776458,43.21467466,18.59313899,12.92935467,38.30083079999999,20.96035618,4.581745509,27.33026368,37.35567221,17.64471322,41.66,,41.16430923,17.87999631,39.96307975,18.50973932,16.24417002,21.41713518,,11.86759774
2010-12-31,97.67728901,23.12085611,26.9687098,38.06057822,43.91075878,47.31657133,41.7348713,22.39848134,32.53705623,12.30099847,25.80732834,20.79304706,80.11,153.40923700000002,0.256,37.68125946,19.66155072,15.54757174,46.62287828,23.51141604,44.57405168,,44.67182551,36.76908338,16.22596989,15.90544432,71.68154533,12.01549398,27.31927408,28.65785919,150.8556929,22.77461373,5.635304689,22.18429608,18.44291693,25.56817951,34.28172604,7.355236815,24.42253859,36.73750445,71.18954314,22.63987399,27.97753633,23.75447941,24.03128966,36.91420541,21.02914395,46.70713965,9.703744791,50.04576794,25.68328074,15.14665307,46.15605736,29.31883885,6.097490001000001,30.60729373,39.79761644,25.70524272,53.05,,50.91906539,24.6021383,45.88001993,22.3602278,20.46797044,24.76350296,,22.45403587
2011-12-31,94.45813223,18.1933083,23.88071791,42.48436824,21.0683545,41.48582812,42.97550824,26.939347100000003,35.3530299,5.150961424,17.33088825,20.4026693,76.3,147.8730128,0.022000000000000002,37.60349472,22.61799275,10.39845718,54.70653343,23.8670005,24.81442974,,34.54115537,22.76809868,21.2571648,7.912958548,72.67728403,10.65650413,28.71713529,25.52741596,82.07282366,14.23052099,4.588364653999999,22.44495923,15.75321252,20.15142066,27.43395742,6.480186845,17.19521041,35.77518174,64.67612624,26.97002355,20.05885613,30.63274892,13.47549295,31.20084148,21.7203674,34.30241236,9.336580586,48.51433459,19.94452823,15.17094784,40.58014989,28.21576786,3.776175334,38.74577922,35.24054531,15.51335251,47.69,,45.92742875,27.07459147,50.12567394,22.872087399999998,18.08848394,22.4006243,,15.11820966
2012-12-31,128.1263774,22.98961383,35.87639439,52.49920379,32.05659111,53.71825995,51.69447622,28.99680418,30.56266968,10.80821562,22.89993635,24.19183783,89.7,177.20345869999997,0.026000000000000002,51.70388677,26.93819417,13.50823566,65.70349813,32.02385401,37.35850107,,38.44911053,27.26288417,34.55638096,8.897107915,96.87643759999999,13.05526046,31.03422854,34.49827613,117.66515590000002,20.0694006,5.474291686,23.051932,21.02510453,21.30887515,37.35872912,7.254579045,23.26118164,38.96449765,86.17034908,30.21841045,21.67227988,46.51736867,17.18813112,29.36271113,22.52215627,44.53343023,9.257587802,50.29325016,23.80921012,17.51546481,44.59661076,35.63435824,6.299600214,50.34303289,42.0014847,25.05346737,55.97,,54.50074395,32.61769647,62.56364718,27.66540771,18.27673635,28.53247787,,19.91377005
2013-12-31,213.50786569999997,29.63688197,49.71473195,83.91618759999999,46.54875279,101.145995,78.8004475,40.59109165,59.780838,14.53808309,31.74982283,32.10712287,118.56,279.9456045,0.008,69.37824365,48.69737998,24.75934916,88.29822424,44.33522355,49.25175517,,63.06118952,43.455592200000005,50.76509279,19.5239329,139.5274635,18.53264585,49.97657053,47.91778339,165.65053999999998,32.9392013,8.458897083,42.00235843,30.12168536,26.31649403,51.07433075,11.78794175,47.02489483,46.37772356,104.51639909999999,43.45563492,36.2987455,73.59869913,28.41753283,41.42425720000001,36.43789534,56.16433564,12.1365742,68.62594301,42.18672645,22.92200297,78.99468892,48.88555518,8.833300361000001,73.44384736,66.61627072,32.88135165,104.86,,71.55183306,49.97304915,80.75048004,35.84712456,31.40160689,39.00786429,,28.00840719
2014-12-31,208.9400103,27.77423078,65.23872507,86.99373242,51.54509472,118.55557350000001,90.06357538,41.98833169,62.6329144,16.82528087,37.55582241,34.32170605,150.15,323.89412389999995,0.003,75.94028155,60.29868616,29.01095645,103.0147814,45.49873612,51.1834424,22.79181446,74.61243811,43.51192733,60.37201435,24.111659500000002,155.49149319999998,18.39296081,50.31190974,46.79245549,183.5140428,38.57935643,9.420341671000001,41.48083426,33.56759495,21.02781346,56.12112915,12.43940482,53.200874600000006,40.63178628,115.40350559999999,52.554739299999994,37.3687886,91.01645468,35.54688678,45.13478686,44.53311334,62.39667547,12.74937162,82.57038255,45.57501175,23.6653633,79.49437394,54.31946371,9.59577117,84.79375878,72.41029547,38.11393113,116.07,28.08903919,74.93332371,52.37271395,96.58044439,40.78325083,31.79958127,48.40542724,,27.04098474
2015-12-31,157.2759896,27.91750801,58.73827491,65.92548793,57.81399375,97.40243958,88.62323765,37.72428664,75.11581407,16.02079448,38.79534807,34.28668715,132.04,316.3287968,0.001,67.65731196,62.56749756,31.95720814,109.6593152,54.1435098,49.09460434,24.39367234,80.33972593,39.58011723,50.38096023,29.464835600000004,170.94625530000002,18.62707472,64.40708858,31.58115,172.88805190000002,40.94199526,10.12785114,49.07044174,29.26497653,16.503748,60.81638512,12.23821996,47.05180832,37.37080332,113.9041135,51.99659325,34.268018299999994,96.55788477,29.59180547,69.5071728,54.95619025,68.05794072,14.16014849,88.19063262,40.67180089,28.62302934,73.65493501,55.6970223,8.931552986,95.19663071,62.36651587,39.82933169,118.9,28.71219098,65.75475752,55.66072609,105.36424869999999,39.63690949,30.97910577,49.29879103,,26.08880123
2016-12-31,143.0408193,33.25388905,71.48897248,71.57594036,62.30586324,104.92596940000001,108.5529344,49.45857959,88.74989461,21.36093471,45.406003399999996,44.04915156,162.98,362.5840453,0.001,83.7291124,72.27706363,38.67330669,126.71879140000001,71.20157331,56.90415193,33.85871981,107.60143329999998,65.68126017,69.23858466,34.44522785,207.0089759,25.67684621,90.63335338,34.65406208,233.2367858,45.77188641,12.4493011,54.71265803,27.547998800000002,22.36605287,81.83845638,17.39519858,63.5399022,45.85581233,150.4860991,64.74511401,39.73848344,92.12654707,40.26225492,76.88307887,64.56732297,85.81166716,17.74102381,110.9270091,54.13720743,32.88451677,97.57953449,67.55899048,13.70082495,105.23967759999998,74.71965464,52.21604736,171.66,34.56503497,71.33286452,72.50788599,116.9049896,48.91228657,41.86217621,51.59914559,118.58617140000001,41.54052566
2017-12-31,203.0144246,42.89641468,102.6730623,97.48986187,58.03111109,164.06942709999998,131.8699116,61.83320398,98.49071854,28.97975829,52.52443876,47.87023391,198.22,501.01297769999996,58.64,97.38450747,123.20749070000001,50.72396757,142.9491517,72.8740483,72.29117212,40.59605584,142.3844109,84.95149555,75.40634852,49.27705468,216.18306890000002,29.52906695,85.81378394,38.66386316,251.28374159999998,55.03952804,14.06529154,69.67285282,34.34306264,25.81469114,103.71505140000001,19.61076228,74.94683204,49.77538179,167.5897438,79.45305675,48.32197481,146.03401100000002,50.98049833,125.0146135,75.38672819,97.96741326,17.79603373,139.7228801,67.94312955,53.13208918,110.89278940000001,87.8132552,16.84512341,167.6534921,95.51250127,62.91173606,233.77,37.45280179,102.282338,89.85302137,132.53311340000002,52.14652878,53.23957872,58.40663286,148.2781451,49.54374858
2018-12-31,97.14799026,45.56,82.63,94.92376466,39.41,103.6364923,144.9887812,73.7,89.44,24.64,46.82447839,42.97749927,204.18,392.82,30.48,75.20349866,97.83,41.37701842,129.18,77.42,51.69463818,29.45732588,188.12,68.69,58.98,43.74873504,217.76,23.53,86.73912373,29.66,167.05,44.45,11.92,75.33,16.47244539,17.25401709,96.82236952,14.78,50.96394276,45.52,143.13,79.35141808,40.68164985,140.04,39.37394987,147.43,81.57,83.59,14.277463000000001,116.00082759999998,44.17,58.10981644,81.55,74.06986287,13.38,169.94,63.07,50.44,189.92,23.29523077,92.32,74.37136225,119.75,45.7,29.15941669,45.65990276,151.86,40.49482447
