date,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BK,BBT,BRK-B,BLK,BHF,COF,CBOE,SCHW,CB,CINF,C,CFG,CME,CMA,DFS,ETFC,RE,FITB,FRC,BEN,GS,HIG,HBAN,ICE,IVZ,JEF,JPM,KEY,LNC,L,MTB,MMC,MET,MCO,MS,MSCI,NDAQ,NTRS,PBCT,PNC,PFG,PGR,PRU,RJF,RF,SPGI,STT,STI,SIVB,SYF,TROW,TMK,TRV,USB,UNM,WFC,WLTW,ZION
12/8/1997,15.91530107,4.410913315,28.03113605,19.44871127,538.9271697,,26.96400468,8.554495811,,17.04945039,18.19048706,15.68346924,30.8,,,13.19461288,,7.628192409,19.48155617,18.2639933,181.296655,,,33.14307463,,56.83711118,30.09389333,21.18317166,,10.93549665,,28.96785578,19.33102856,,9.180782997,5.54412041,20.70616978,18.43356151,23.59175366,14.88120419,26.72140958,15.24897109,,6.151942489,17.3354654,,,23.68083146,3.071832523,31.10526113,,23.4436807,,8.345332234,18.37231183,,22.90161865,45.53405932,14.47,,10.84799394,12.77033162,23.90682268,14.92665504,33.75292102,10.65776319,,32.62207164
12/9/1997,16.32877075,4.324220836,28.44683919,19.475326,533.3607857,,26.74903526,8.568901361,,17.21958815,17.97005439,15.76010662,30.5,,,13.02475988,,7.496490192,19.88339708,18.32922185,177.4184774,,,33.37297736,,57.4584176,29.86602067,21.3007817,,10.76938784,,29.37700629,19.2028047,,9.538475841,5.534425066,20.44156546,18.33719677,23.76643807,14.8261905,26.91156659,15.1017613,,6.18871272,17.09592724,,,23.76709415,3.039924099,31.26769069,,23.40117176,,8.37194504,17.91408476,,21.82074962,45.38086978,14.2825,,10.9667676,12.67157603,23.72739335,15.07461223,33.21356679,10.65776319,,32.53310236
12/10/1997,16.40752688,4.318152363,27.68825681,19.35112394,526.2762971,,26.84186296,8.583306912,,17.04945039,17.97005439,15.8837153,30.24,,,12.7066225,,7.38586033,19.70565976,18.64068816,174.9742479,,,33.74378822,,53.432352,28.89572416,21.3248383,,10.50693592,,29.58321814,19.04380712,,9.524168127,5.503723146,19.80122302,18.32198128,23.43578544,14.71616311,26.88484518,15.01539822,,6.256596223,17.09592724,,,23.37718682,3.061483845,31.0673609,,23.49894233,,8.427388384,18.04809456,,21.4441402,45.00095972,14.5625,,10.9667676,12.78884829,23.9951133,15.02485671,33.49989064,10.5325117,,31.50995557
12/11/1997,16.36814881,4.188113645,27.61239858,19.07388721,516.661634,,26.62689355,8.494472686,,17.11805432,17.57071985,15.77493966,30.16,,,12.57181853,,7.210257374,19.31927427,18.64068816,170.7049935,,,33.18386382,,54.97319192,27.88867399,21.39166218,,10.29874622,,28.88602568,18.99251758,,9.464552653,5.54412041,19.45900143,18.00499198,23.16128136,14.37232752,26.78355239,14.83089529,,6.222654471,16.87413264,,,22.83890769,3.061483845,31.02946067,,22.81842997,,8.289888889,18.1345525,,20.19756303,44.11858796,14,,10.67062528,12.59442323,23.88973417,14.81274109,32.46113434,10.47842583,,31.79169164
12/12/1997,16.20407354,4.161238976,27.25131336,19.21361452,515.1435293,,26.77834927,8.643330037,,17.03024129,17.73045367,15.71313532,30.2,,,12.75515193,,7.276986497,19.59232001,18.70615151,171.7152751,,,33.62725926,,55.59449834,27.8445696,21.4504672,,10.29874622,,28.53906605,18.92071222,,9.538475841,5.494027803,19.59130359,18.10135673,23.27981721,14.27605356,26.8456952,14.7582718,,6.222654471,16.54291938,,,22.68708537,3.018364354,30.62338676,,23.24375019,,8.358638637,18.19101937,,20.52521323,44.04505698,13.97,,10.29371688,12.69317882,23.62201421,14.82845336,33.33342328,10.67484294,,33.83057112
12/15/1997,16.32877075,4.247931455,27.47888808,19.64166804,522.7340528,,26.90049099,8.568901361,,17.56809615,18.03075324,15.76010662,30.7,,,13.02475988,,7.298058852,20.12553198,18.24790808,175.5934527,,,34.58111836,,49.70451349,27.56524182,22.08663059,,10.35411582,,29.33772784,19.14761637,,9.598091315,5.503723146,19.80122302,18.46399248,23.47321781,14.42734122,27.40498052,14.69742509,,6.293366454,16.1910053,,,22.68708537,3.169282572,31.4734348,,24.05185862,,8.544928275,18.62537991,,21.56088912,45.76690743,13.845,,10.59144284,12.84748442,23.63910272,15.05759061,34.5852578,11.06767716,,32.80742432
12/16/1997,17.22790322,4.296479243,27.30896563,19.86345742,529.3125065,,26.96400468,8.614518937,,17.21958815,17.77198446,15.63649794,30.8,,,13.41299532,,7.398152537,20.07658982,18.80434653,178.8524255,,,34.0706547,,52.26429594,27.47703304,21.35156785,,10.33307537,,29.35736707,19.36936361,,9.852053234,5.51503438,19.55778704,18.30676579,23.10201344,14.45484806,27.46712333,14.7582718,,6.330136685,16.22944969,,,22.73194196,3.136511759,31.20271886,,24.51971086,,8.669412141,19.43763412,,21.20687627,44.46173253,14.25,,10.51226041,12.80736496,23.71030484,14.79571947,34.66516213,10.5325117,,32.53310236
12/17/1997,18.2517329,4.421316413,27.19669543,19.78139535,534.3728555,,26.69040724,8.628924487,,17.04945039,18.43008778,15.68346924,30.88,,,13.02475988,,7.452589453,19.94779466,22.94490325,182.3069366,,,34.18616108,,50.00274057,27.97688276,21.65093886,,10.1470335,,29.11187676,19.14761637,,9.673206812,5.45363054,19.7571223,18.30676579,23.35780133,14.33106725,27.65355177,14.66013194,,6.256596223,16.37731275,,,22.34203464,3.201190995,31.40304866,,24.28578474,,8.780558451,19.11186371,,21.04493422,44.57815658,14,,9.997574563,12.98018724,23.30018065,14.95938893,35.16456419,10.74600856,,31.88066093
12/18/1997,19.03273118,4.356297054,27.15724915,19.68380802,535.3849253,,26.77834927,8.614518937,,16.9451724,18.68885657,15.65133098,30.74,,,13.19461288,,7.189185019,19.93233924,21.99568472,179.6671687,,,33.86199802,,46.27490206,27.7490101,21.33285716,,9.696324932,,29.29517619,19.08057651,,9.806745474,5.443935197,19.24908201,18.29155031,23.22054929,14.34482068,27.52926615,14.32841922,,6.330136685,15.85683478,,,22.81820464,3.190842317,30.62338676,,24.13692266,,8.60050143,18.56891304,,21.04493422,44.57815658,13.845,,9.957983344,12.55738989,23.71030484,14.82845336,35.12461203,10.69192269,,32.53310236
12/19/1997,19.40025978,4.334623934,27.09959689,19.28236923,530.8306112,,26.93469067,8.494472686,,16.22620315,17.73045367,15.71313532,30.84,,,13.05980891,,6.990753679,19.84991034,22.15934309,172.7255567,,,33.60490319,,46.20034529,27.93277837,21.18317166,,9.613270527,,29.11187676,18.98259517,,9.776937737,5.42292862,19.07444316,18.19518556,23.16128136,14.20728644,27.34283771,14.36571237,,6.47156065,15.80360407,,,22.73194196,3.136511759,30.52592902,,24.66857294,,8.60050143,18.29960951,,20.38586774,43.65901933,13.75,,9.739439817,12.38456761,23.76441845,14.50897057,34.99809684,10.65776319,,31.88066093
12/22/1997,19.03273118,4.334623934,27.02373865,19.46201863,538.4211348,,27.63334127,8.297596835,,16.46494485,18.12978821,15.58952664,30.58,,,13.54779929,,7.013582063,19.8988525,22.66668403,169.4665839,,,33.39624651,,48.76012774,28.66785149,21.50927222,,9.731761479,,28.96785578,18.30703962,,9.74713,5.42292862,18.84159136,18.17997008,23.43578544,14.13851933,27.23408778,14.43833586,,6.47156065,15.98695427,,,22.94587341,3.08304359,30.32018491,,25.26402125,,8.571603389,18.35173277,,21.39518098,43.62225384,13.1875,,9.699848598,12.61602602,23.76441845,14.38720049,35.91699664,10.46134608,,32.25136628
12/23/1997,19.61027612,4.253133004,26.09523382,18.90754517,526.782332,,27.38905784,8.403237536,,16.46494485,17.90935554,15.58952664,30.52,,,14.00343672,,6.871343669,19.33472969,22.33936729,170.9005319,,,32.78890654,,48.46190066,28.66785149,21.24999555,,9.621022272,,28.82383481,17.63148408,,9.717322263,5.42292862,18.59991942,17.78436743,23.2985334,13.9459714,27.34283771,13.92408301,,6.398020188,15.89527917,,,22.94587341,3.104603335,29.94659692,,24.90249906,,8.558265832,18.24314264,,21.16168314,42.89307163,13.125,,9.482888719,12.23026201,23.44258488,14.11616385,34.79167732,10.1766836,,32.43671896
12/24/1997,18.95397505,4.269604575,26.32280853,18.96299251,519.1918085,,27.23760211,8.403237536,,16.05332122,17.45251682,15.49805622,30.56,,,13.9009857,,6.651839974,19.19047911,22.06114807,167.8370975,,,32.58024986,,49.70451349,28.11654665,21.04952389,,9.385147762,,28.80419558,17.47161979,,9.717322263,5.434239854,18.41293237,17.34058242,23.10201344,13.84969743,27.34283771,13.92408301,,6.398020188,15.45168999,,,22.53526305,3.104603335,29.30770731,,24.45591283,,8.502692677,17.91737223,,20.71351794,42.09035843,13.235,,9.272263435,11.99880361,23.32011724,14.01010604,34.33222742,9.99734624,,32.34774968
12/26/1997,19.11805032,4.269604575,26.43811305,19.12933455,519.1918085,,27.35974383,8.388831986,,16.34420192,17.57071985,15.49805622,30.6,,,13.96838769,,6.672912328,19.15956827,22.11024558,168.0326359,,,32.37159318,,48.46190066,27.8445696,21.04952389,,9.371859057,,28.64053538,17.8893297,,9.717322263,5.45363054,18.82042302,17.56120697,23.31724959,13.72729196,27.03212364,13.84949672,,6.398020188,15.65574101,,,22.25577196,3.147722826,29.5080371,,24.41338081,,8.558265832,17.8087821,,20.83026685,42.20678248,13.125,,9.232556928,12.19014256,23.1406879,14.01010604,34.29227525,10.1766836,,32.25136628
12/29/1997,18.1335987,4.399643293,27.42427015,19.24022925,535.8909602,,27.84831068,8.372025511,,16.53354878,18.09145209,15.69830228,30.74,,,14.10319166,,6.990753679,19.51246701,22.55212317,169.8902504,,,33.13915168,,49.08320707,29.58669288,21.67766841,,9.375181233,,29.25589774,18.40502096,,9.992745753,5.494027803,19.17322877,17.92637864,23.72588634,14.16602617,27.34283771,14.24205615,,6.47156065,16.32112479,,,23.72223755,3.169282572,30.25521309,,24.75363698,,8.711647739,18.24314264,,21.34998785,43.43229881,13.345,,9.232556928,12.63454269,23.34575,14.24055265,35.12461203,10.37310071,,32.25136628
12/30/1997,18.86865591,4.394441744,27.57598662,19.48530652,554.1082167,,27.94113838,8.432587038,,16.84363858,18.33105282,15.82191096,30.78,,,14.52647614,,7.178648842,19.83445492,22.65031819,175.1697862,,,33.86199802,,54.97319192,29.95422944,21.64282547,,9.756574604,,30.2771374,18.56488525,,10.06070739,5.595828906,19.33904748,18.00499198,24.05965834,14.63364257,28.2749799,14.66013194,,6.505502402,16.91257704,,,24.28467024,3.201190995,30.42305697,,24.90249906,,8.809456491,18.32567114,,21.84334619,43.92863293,13.625,,9.867861035,13.14375118,23.54340114,14.65900662,35.83043362,10.78301468,,34.10489308
12/31/1997,19.03273118,4.432586435,27.4606821,19.84552786,550.5659724,,28.64467465,8.342955978,,16.6872216,18.4684239,15.836744,30.78,,,14.6100546,,7.364787975,19.48155617,23.04309828,175.5934527,,,33.62725926,,57.16019052,30.321766,21.91084808,,9.639052228,,30.62409703,18.56488525,,10.28366927,5.57482233,19.3161151,17.95680961,24.37159479,14.5923823,28.89640803,14.63461558,,6.576214384,17.48332846,,,24.06728828,3.277081299,30.82913087,,25.49794737,,8.822794049,18.32567114,,21.96033716,43.7386779,14.0625,,9.986980555,13.06632569,23.50616252,14.68393021,36.20997919,11.03067104,,33.73418772
1/2/1998,18.90803397,4.351095505,27.65184486,19.7210069,557.1444261,,28.40039123,8.28239445,,16.67075666,18.27035397,15.60435968,30.58,,,14.62623108,,7.068018979,19.56140917,22.27390394,174.355043,,,33.90671017,,57.01107698,29.77046116,21.84384243,,9.749922394,,30.21494653,18.95165369,,10.28366927,5.48433246,19.62305611,17.83001389,24.37159479,14.34482068,28.64783678,14.63461558,,6.576214384,17.37390979,,,24.04658524,3.233961808,30.52592902,,25.32781928,,8.627176544,18.48638454,,21.81692887,43.50582979,13.4375,,9.877390597,13.06632569,23.50616252,14.77444219,36.083464,10.87126005,,33.82339227
1/5/1998,18.99335311,4.361498602,27.27255367,19.76325509,553.6021818,,28.12190812,8.342955978,,17.13451927,18.70802462,15.55986056,31.1,,,14.55882909,,7.101383541,19.36821643,22.09387974,173.1492231,,,33.99986047,,62.90106182,29.86602067,22.17887069,,9.818661897,,30.25749818,19.27653919,,10.01539963,5.48433246,19.94590878,17.87819627,24.4495789,14.31731383,27.83998021,14.73275543,,6.539444153,18.00380644,,,24.174254,3.185667978,30.66128699,,25.05136114,,8.878367203,18.89468344,,21.79428546,43.92863293,13.6575,,10.06639357,13.14375118,23.79261344,14.7167244,35.25112722,10.76308831,,34.47755898
1/6/1998,18.99335311,4.361498602,26.9873267,19.35856197,551.0720073,,28.40039123,8.311463983,,16.91224251,18.43008778,15.38928058,31.18,,,14.67745659,,7.02411824,20.02764766,22.02841639,173.9639663,,,32.95285107,,61.11169934,29.49848411,22.14670797,,10.00603248,,30.13311642,19.04963503,,9.925976422,5.57482233,19.014603,17.30761553,24.33104305,14.42734122,27.96426584,14.99184466,,6.576214384,17.74356745,,,23.68083146,3.190842317,29.84913918,,25.11515917,,8.878367203,18.29960951,,21.39425182,43.35264025,13.7725,,9.926626665,13.00748231,23.41736273,14.42944723,34.87824034,10.65776319,,33.92003054
1/7/1998,17.8842043,4.318152363,27.00553267,19.1784513,546.0116583,,28.48833326,8.296929217,,17.01377634,18.14895627,15.17420148,31.46,,,14.28922114,,6.94685294,19.56140917,21.83202635,168.260764,,,32.37159318,,61.98152833,28.57964272,21.67766841,,9.728857063,,30.01200787,18.53394378,,9.903322542,5.555431643,19.22569898,16.97541075,24.06589707,14.30356041,27.59140896,14.72097865,,6.929774298,17.29997826,,,22.94587341,3.136511759,29.17234934,,25.03009513,,8.558265832,17.91737223,,20.71117551,42.433503,13.75,,9.788448022,12.9889002,23.32856295,13.96245785,34.95814467,10.47842583,,33.36250209
